Previous_Semester_GPA,Midterm_Score_Average,Assignment_Score_Average,Twelfth_Grade_Percentage,Study_Hours_Per_Day,Tenth_Grade_Percentage,Attendance_Percentage,Number_of_Backlogs,Mental_Stress_Score,Distance_From_Campus_KM,CGPA
8.04,82.3,81.62,86.34,4.66,95,100,1,9,13.53,7.58
8.27,62.43,74.26,81.6,2.35,90.49,75.1,1,10,3.82,6.76
6.49,62.51,60.9,87.97,5.24,87.73,73.81,1,7,1.3,6.25
5.52,55.71,71.52,90.37,5.43,90.63,88.24,1,1,1.82,5.71
6.08,64.82,75.53,84.48,9.19,88.96,100,1,10,15.68,6.2
8.8,74.31,81.53,87.11,4.97,91.29,100,0,9,6.99,7.92
6.38,59.19,70.99,98.8,5.1,88.63,94.38,0,8,13.07,6.4
5.52,61.79,60.41,90.67,4.19,95.26,84.53,0,9,9.24,5.52
7.4,63.78,70.52,87.72,4.33,97.24,86.8,0,2,2.9,6.76
8.19,67.55,65.65,79.02,3.9,94.01,63.48,0,5,8.97,6.82
7.55,80.27,73.29,98.13,7.22,88.5,100,0,10,0.41,7.44
8.23,82.96,73.71,89.08,3.47,96.13,92.83,0,10,5.96,7.84
8.89,81.81,86.03,100,6.8,90.49,100,0,1,0.52,8.64
8.19,78.48,76.68,78.42,4.33,88.76,86.81,0,5,3.55,7.04
7.32,63.9,66.43,63.5,2.83,83.3,90.66,0,1,4.71,6.74
6.85,54.89,63.71,96.29,3.38,77.01,95.15,0,10,4.27,5.93
8.42,64.72,74.62,89.94,3.12,87.7,64.89,0,6,1.04,6.99
7.83,54.5,70.99,89.49,3.43,81.26,82.11,1,9,30.41,6.64
6.47,59.35,69.25,83.36,2.08,92.99,88.59,3,5,9.66,5.41
9.06,77.49,79.47,81.97,3.01,93.88,100,1,10,0.12,7.75
7.81,65.31,69.8,64.09,0.5,88.25,98.07,2,2,1.27,6.43
8.28,73.73,78.79,99.5,4.71,88.58,93.65,0,4,17.04,7.56
7.03,60.06,64.94,83.11,3.38,95.63,87.09,0,6,1.69,6.56
8.86,72.21,81.71,75.44,4.06,89.45,83.72,3,1,4.86,7.05
5.6,52.06,52.64,94.11,2.85,89.15,72.77,0,2,7.41,5.11
9.51,89.34,97.31,80.46,7.22,94.08,93.77,2,9,2.23,8.48
5.17,37.69,53.63,100,0.73,86.78,82.46,1,10,24.75,4.55
5.85,60.15,61.8,86.02,6.37,82.57,82.47,0,1,4.8,6.16
7.8,68.73,69.95,90.96,1.36,90.06,89.75,0,9,9.18,6.72
6.86,65.58,58.98,85.35,3.01,87.78,80.06,1,2,9.26,6.33
7.11,65.58,75.92,100,5.23,93.32,97.29,0,3,8.1,7.04
6.86,76.75,71.2,91.68,8.4,99.02,85.04,0,3,2.17,7.43
6.56,59.63,74.82,70.49,6.06,85.79,79.41,0,10,3.2,6.12
7.88,72.34,72.23,80.19,0.5,87.58,85.7,0,6,3.99,7.04
7.44,77.07,73.09,77.98,5.2,79.41,92.39,2,3,2.46,6.59
8.56,66.36,68.53,71.29,2.88,98.28,77.86,1,3,30.75,6.92
7.6,70.2,72.6,87.74,9.3,92.77,80.79,0,6,4.48,7.01
7,66.48,70.91,62.82,5.12,84.62,92.18,0,2,5.04,6.5
8.43,80.37,78.67,86.39,6.41,93.06,93.25,2,5,33.31,7.47
5.3,48.03,53.76,97.5,2.76,81.53,72.62,0,5,2.81,5.35
4.4,43.02,52.85,98.14,2.63,75.08,87.62,0,5,18.7,4.78
5.59,53.04,65.15,92.16,4.4,82.59,96.13,3,10,8.94,5.32
7.09,57.54,56.6,89.98,3,100,58.2,0,4,14.54,6.13
7.97,75.77,78.99,87.19,5.16,79.73,95.45,1,1,4.25,7.14
4.29,48.03,51.7,76.29,3.61,81.51,100,0,8,0.77,4.98
7.49,69.57,68.01,93.52,4.45,100,88.23,0,6,5.95,7.26
7.07,70.95,70.9,93.9,6.44,90.52,75.74,0,9,20.51,6.52
7.66,74.26,73.46,84.19,4.56,100,86.98,0,3,23.56,6.74
5.21,62.79,56.22,76.84,3.96,86.65,84.66,0,3,0.66,5.44
10,69.4,84.27,96.04,3.08,93.57,69.56,1,5,29.27,7.92
7.54,66.25,63.24,81.93,3.45,95.88,63.96,5,9,6.1,5.61
6.04,61.09,68.63,68.7,5.91,87.01,74.35,0,3,4.67,6.07
7.66,62.66,69.72,77.62,4.22,96.02,64.4,0,2,5.74,6.38
9.29,70.02,76.32,78.57,2.58,90.63,79.24,0,8,2.05,7.48
5.96,51.57,59.41,79.95,3.7,75.05,76.11,1,8,2.17,5.18
5.71,55.22,56.3,89.84,6.16,96.99,77.39,2,9,6.07,5.61
7.36,62.77,73.94,65.54,3.86,88.22,79.76,0,1,15.84,6.73
7.46,70.06,68.16,100,0.5,94.23,89.21,0,6,5.55,7.13
8.35,74.96,81.16,80.5,6.31,100,83.65,0,1,1.16,7.35
9.27,73.38,76.11,85.66,4.01,90.41,67.83,0,3,4.94,8.05
8.44,80.87,82.63,83.37,6.09,86.86,85.44,0,1,8.62,7.46
5.83,60.02,55.7,93.74,3.68,89.22,99.15,0,3,20.23,6.31
6.21,73.04,63.45,90.85,5.46,76.31,95.4,1,10,3.5,6.23
6.54,69.95,67.3,94.8,5.64,86.81,85.45,0,9,20.17,6.73
8.43,81.36,72.94,78.47,3.02,89.38,88.86,0,9,40.8,7.22
8.23,69.06,67.53,93.68,1.84,88.11,100,0,2,6.37,7.28
9.01,72.76,77.93,86.66,2.21,73.05,82.4,0,3,7.69,7.53
8.17,72.22,72.73,85.9,4.91,79.07,88.36,1,3,3.2,7.07
6.75,70.24,63.92,83.78,4.2,92.15,88.46,0,2,13.46,6.33
7.26,57.79,60.96,81.84,4.46,79.28,76.12,0,10,15.54,6.27
5.75,65.56,66.77,94.71,5.35,90.94,93.67,0,5,0,5.82
8.25,63.65,72.52,97.3,3.85,65.41,72.26,0,7,1.86,6.87
6.75,52.88,65.2,86.29,3.59,92.5,74.86,0,2,24.5,6.27
8.97,70.98,75.98,88.88,2.85,74.24,81.24,1,1,5.92,7.59
8.22,78.09,76.84,94.68,5.25,90.53,75.92,1,3,2.45,7.32
9.83,92.5,91.48,100,7.9,93.64,85.31,0,4,2.45,9
8,70.36,75.74,93.72,3.49,95.04,76.72,1,7,3.53,7.08
7.98,77.46,76.63,73.16,5.39,87.55,90.2,1,2,3.37,7.77
7.28,78.84,77.54,62.52,7.14,87.93,84.58,0,5,8.32,7.46
7.04,66.35,67.88,89.32,3.15,68.27,86.11,0,1,9.46,6.04
7.19,72.57,79.64,69.29,8.01,75.7,81.82,0,4,6.13,6.86
8.7,73,75.25,83.86,2.64,80.06,92.34,0,7,17.89,7.72
5.88,55.58,57.12,82.24,5.61,83.89,68.27,2,1,14.05,5.03
7.58,54.57,69.26,79.84,2.28,81.3,77.29,0,9,9.56,6.6
5.5,58.23,51.46,97.42,5.55,91.01,88.49,0,2,11.04,6.3
7.95,71.54,68.09,83.72,3.19,92.43,72.54,0,2,3.83,7.35
6.95,63.01,67.49,100,0.5,88.95,79.28,0,10,3,6.23
8.1,89.05,85.21,100,7.29,100,92.75,0,1,1.34,8.14
6.61,67.93,66.33,96.4,4.91,95.58,94.69,2,4,1.87,5.94
7.19,65.08,68.54,84.28,3.42,83.36,78.48,0,8,19.7,6.53
8.26,79.86,79.63,92.69,4.03,75.94,94.86,0,10,14.36,7.57
7.65,71.63,73.87,86.92,4.12,87.09,87.15,1,1,7.15,6.92
9.35,74.7,84.33,100,3.79,100,78.54,0,4,3.77,7.69
6.92,65,67.55,82.55,3.72,89.93,86.91,0,2,16.62,6.67
6.82,69.7,70.76,81.54,4.22,81.2,100,0,10,7.31,6.28
8.98,81.21,96.99,92.08,8.48,100,96.52,4,2,33.76,7.81
7.06,60.99,63.85,91.22,0.5,92.26,85.61,3,7,38.67,5.86
7,53.89,63.94,97.38,0.5,94.87,99.18,0,4,14.55,6.06
7.96,74.48,81.23,76.95,5.4,68.96,94.38,0,7,21.98,7.7
7.3,57.96,57.78,87.43,0.5,100,69.09,0,7,9.62,5.72
7.13,63.67,60.47,75.45,3.5,91.93,74.8,0,10,2.3,6.17
6.67,63.28,63.58,91.23,2.93,88.52,72.72,0,3,4.59,6.01
9.13,78.9,75.34,75.93,4.42,86.55,75.87,0,6,0.75,8.14
7.32,59.01,64.97,83.43,3.25,88.85,73.34,0,10,7.63,6.48
6.83,64.95,67.1,83.2,4.2,79.54,81.55,0,10,10.33,6.42
7.14,67.15,67.48,100,2.94,90.55,88.71,0,8,3.51,6.72
7.93,73.54,64.16,78.95,1.98,73.64,80.68,0,4,33.54,6.85
9.25,68.05,81.04,75.89,3.97,100,80.91,0,6,5.55,7.59
7.3,71.78,71.36,84.13,5.52,77.53,89.12,0,3,7.13,6.91
6.46,66.4,69.79,83.14,5.76,94.3,90.4,4,10,0.64,5.8
9.8,83.07,88.37,92.62,4.86,92.36,83.74,3,10,2.43,8.05
7.66,71.78,83.54,100,7.05,84.12,87,0,1,10.89,7.19
7.37,60.51,66.87,75.71,4.67,87.76,61.22,0,1,0.06,6.19
7.59,63.53,74.88,75.44,6.15,88.35,89.98,0,5,1.08,7.29
6.01,51.48,66.21,86.23,3.97,89.18,88.3,0,6,11.58,5.56
7.45,71.38,69.23,100,5.41,88.42,100,0,5,4.13,7.05
8.41,71.59,89.59,90.88,8.42,97.52,89.36,0,7,23.89,7.59
8.96,81.43,78.07,81.79,4.86,70.74,91.39,2,3,1.89,7.73
7.07,69.13,68.02,83.86,6.89,98.71,65.7,0,9,11.63,6.37
7.73,72.32,68.67,90.86,4.52,76.37,72.79,1,9,36.54,6.84
8.99,73.15,76.61,96.33,1.99,97.61,88.13,0,9,4.95,7.51
7.55,68.9,75.7,94.26,4.82,86.99,88.24,0,7,9.05,6.95
8.36,74.44,69.75,80.88,5.57,100,79.53,0,9,13.36,7.07
8.01,75.92,81.3,80.3,6.2,97.01,75.76,0,6,17,7.19
6.7,66.55,61.44,85.69,3.14,86.04,81.63,3,10,6.53,5.86
6.4,78.33,73.1,73.54,12,97.51,69.39,2,9,11.15,6.31
8.77,74.71,79.6,77.98,6.66,89.54,75.33,0,6,19.27,7.87
4.29,60.46,60.9,97.2,7.01,82.57,90.88,2,6,17.35,5.1
6.7,66.99,63.76,81.57,6.26,95.67,69.45,2,7,1.71,5.95
5.83,56.22,63.01,82.9,2.82,86.42,95.18,0,4,26.87,5.87
8.77,80.07,79.41,76.11,3.66,99.11,85.24,0,7,1.08,7.74
9.14,85.81,87.91,69.67,5.63,79.46,88.95,0,3,1.16,8.29
6.63,61.91,59.82,78.03,0.81,88.94,82.97,5,3,0.93,5.48
10,96.61,87.29,88.15,3.55,87.39,84.3,0,3,14.74,8.93
9.15,78.14,76.07,100,3.49,87.73,74.59,0,4,3.29,7.71
7.74,79.74,78.7,84.95,5.71,92.83,97.22,1,8,17.4,7.46
9.3,78.66,77.05,89.17,2.51,100,87.61,0,3,11.11,7.62
6.73,66.6,78.59,91.5,8.52,93.67,100,1,1,2.93,7.28
7.17,85.37,82.98,92.14,10.95,100,94.63,1,9,6.21,7.58
8.06,71.74,73.02,84.87,5.37,97.56,80.03,0,1,1.13,7.25
6.67,68.09,67.1,86.6,6.99,84.36,72.22,0,5,3.71,6.46
5.96,60.94,65.62,91.78,5.49,83.17,90.5,1,1,21.87,6.37
6.37,66.4,64.33,100,3.42,87.27,89.34,1,5,4.93,6.09
7.26,63.86,63.09,82.12,2.62,88.56,74.59,0,1,2.83,6.54
8.06,66.79,79.52,100,5.19,94.99,81.94,0,7,3.06,7.34
7.09,69.67,63.45,82.51,3.15,92.23,78.4,1,7,2.87,6.21
5.53,61.55,59.54,75.35,6.53,80.68,81.41,0,8,7.48,5.87
8.06,66.71,70.16,88.95,3.21,91.88,84.76,0,6,2.42,6.78
9.03,74.26,80.56,91.85,4.94,85.98,81.34,2,10,6.25,7.14
6.71,63.11,68.61,78.53,2.79,80.1,96.64,0,4,1.49,6.86
9.5,68.59,79.32,75.6,2.65,89.26,78.14,0,2,2.39,7.91
8.54,74.65,77.73,87.38,7.39,99.33,77.23,0,2,10.11,7.83
6.24,56.41,62.51,85.66,3.58,100,79.25,3,2,38.58,5.55
6.72,74.15,72.32,84.79,3.69,80.99,95.27,4,3,0.92,6.01
7.12,68.26,66.69,79.71,3.21,87.39,94.11,0,3,20.99,6.61
7.28,66.92,71.21,85.76,3.5,94.48,92.6,0,2,4.89,6.88
4.57,47.9,55.66,94.66,4.29,86.13,81.88,0,4,20.55,5
6.6,56.36,56.63,83.87,0.5,84.53,80.1,0,3,0.91,5.89
6.84,67.06,68.97,71.11,6.13,88.5,90.71,0,6,2.17,6.87
9.77,72.76,86.77,75.88,5.29,94.73,79.47,0,7,1.04,7.98
7.77,73.05,74.71,84.03,6.25,82.83,90.85,1,10,3.09,6.81
6.54,71.24,72.5,83.66,7.09,80.12,89.72,3,8,9.29,5.98
6.97,60.73,71.58,82.58,4.79,90.7,85.31,0,4,8.9,6.42
8.01,79.45,78.9,100,4.71,87.78,100,0,10,4.69,7.54
7.05,65.51,65.63,96.54,5.69,77.33,85.16,0,5,18.27,6.93
6.8,76.73,74.81,75.85,1.87,85.55,100,0,9,3.71,6.75
6.84,67.3,64.8,87.78,3.78,84.88,97.22,0,2,2.2,6.79
8.08,72.44,79.68,100,6.46,100,85.33,0,10,3.84,7.48
5.84,54.71,62.65,92.57,6.23,94.61,81.4,0,1,2.79,6.01
6.2,66.28,69.4,100,8.9,93.84,73.27,0,10,0.84,6.38
6.39,67.15,71.63,78.98,4.35,95,91.66,0,10,7.35,5.98
6.18,61.79,70.99,99,6.93,79.79,93.14,1,6,12.42,6.87
6.51,54.48,67.66,91.55,4.38,98.82,79.61,0,5,4.01,6.24
8.58,63.79,69.85,100,2.3,87.53,79.88,1,7,19.16,6.91
8.74,76.87,71.94,86.26,4.85,84.96,76.48,0,4,9.4,7.54
7.83,69.17,72.9,83.72,4.06,82.13,92.05,0,1,3.24,6.95
7.76,78.62,73.09,64.06,3.66,100,97.95,0,5,12.98,7.21
6.7,66.92,60.82,94.38,2.35,83.22,75.33,1,1,4.15,6.3
5,53.54,52.84,82.94,3.98,77.09,75.73,0,4,18.07,5.09
7.67,61.69,70.18,75.06,2.82,86.36,83.52,0,4,2.01,6.64
7.86,82.19,85.57,100,8.47,90.39,93.3,0,7,6.12,7.58
6.69,72.27,69.56,96.97,6.31,88.4,90.04,0,2,5.62,7.29
6.21,60.88,62.32,91.88,2.16,86.74,96.83,0,6,2.6,5.98
5.97,57.82,46.82,86.96,3.31,86.97,61.47,0,4,3.52,5.7
7.7,75.95,70.27,98.7,3.71,78.55,80.32,0,10,6.46,7.23
7.6,65.5,78.84,66.02,4.08,80.61,95.76,0,2,3.81,6.91
8.93,69.18,88.04,84.16,2.82,97.78,100,0,3,17.03,7.74
6.53,64.55,72.44,89.01,4.28,93.9,83.03,0,2,11.25,6.63
7.15,59.68,70.71,69.08,6.53,76.46,79.84,0,8,0.16,6.62
7.52,66.5,77.83,80.32,3.76,80.98,76.44,0,1,7.56,6.78
6.84,60.78,63.79,84.36,2.12,78.49,92.27,1,8,23.42,5.91
8.51,70.48,72.27,71.09,0.5,91.21,96.97,0,3,0.67,7.34
8.99,75.62,81.32,97.98,0.58,97.36,88.39,0,7,1.62,7.66
6.17,57.98,64.73,86.42,5.07,81.82,62.82,0,1,25.04,6.13
6.95,61.84,68.71,100,4.75,91.59,89.08,0,10,2.73,6.34
9.09,75.11,83.69,90.81,4.1,82.66,80,0,2,1.44,8.21
7.89,75.36,71.43,100,3.34,82.07,89.76,0,7,6.56,7.55
7.64,65.17,75.82,85.25,3.65,84.68,85.86,1,3,2.17,6.98
7.91,71.17,82.91,86.73,5.02,93.57,97.87,0,8,8.02,7.6
8.29,68.42,71.21,69.18,3.31,86.87,86.16,2,6,13.82,6.6
7.97,76.75,70.62,89,4.6,88.54,84.17,0,7,1.72,7.29
7.76,63.34,75.4,72.55,3.99,88.67,84.18,0,7,8.45,6.67
7.51,64.43,71.45,90.05,4.7,85.12,100,0,5,11.4,6.78
9.12,68.36,75.9,87.7,0.5,99.08,80.59,0,4,0.5,7.69
7.18,69.98,76.41,71.31,6.12,95.45,92.9,0,8,2.56,6.99
7.5,76.14,67.72,93.5,5.06,89.65,90.64,1,2,1.7,6.87
9.36,78.38,80.12,70.95,3.55,90.57,87.55,0,4,3.16,7.99
7.89,74.23,69.59,86.04,3.87,90.09,87.06,0,2,5.11,7.32
7.42,68.91,67.19,88.12,5.55,90.63,85.59,1,4,5.92,6.69
8.26,72.81,67.95,80.32,4.24,96.96,99.64,0,2,11.16,7.35
7.77,68.03,72.83,100,5.71,87.99,88.71,0,7,9.85,7.17
6.61,65.04,69.74,79.05,4.73,97.11,92.78,0,2,23.23,6.43
7.79,73.08,77.96,84.35,6.36,99,84.69,0,1,5.63,7.2
6.53,61.1,67.69,72.51,2.57,91.7,99.76,2,3,13.3,6
9.69,86.9,83.8,100,4.75,95.83,82.78,0,6,10.69,8.44
7.79,73.21,66.36,77.95,0.94,81.04,87.25,0,2,4.94,6.79
6.37,56.97,52.63,90.46,2.57,90.43,65.82,1,2,6.59,5.63
7.03,66.01,62.32,80.88,1.79,78.91,86.76,0,9,2.27,6.14
8.41,79.21,74.83,90.11,4.18,92.83,78.6,0,5,16.41,7.51
6.19,62.12,65.63,78.18,3.83,91.18,82.09,0,8,1.25,6.08
10,84.19,79.49,80.07,3.28,97.47,76.69,0,6,10.69,8.26
5.75,54.35,58.02,76,1.83,80.12,82.66,2,8,0.29,5.56
8.61,71.15,77.44,93.98,1.16,79.05,100,0,10,0.92,7.39
6.92,67.26,64.34,72.71,2.23,81.61,85.74,2,2,6.95,5.96
6.53,59.26,66.24,84.85,6.24,93.84,75.47,0,10,17.79,6
8.15,77.78,76.79,72.26,4.56,86.81,86.55,0,8,0.15,7.3
6.96,56.63,66.02,78.35,2.64,93.25,93.2,1,6,1.01,6.16
9.41,77.3,76.31,86.9,4.3,84.65,82.74,0,8,2.64,7.8
5.82,67.05,59.8,93.35,5.02,82.26,90.84,0,2,2.73,6.12
8.17,67.92,72.67,85.25,4.71,87.01,65.04,0,5,17.52,6.68
7.17,67.34,63.25,87.9,3.41,97.22,73.72,0,6,5.12,6.43
7.86,72.45,77.04,90.16,3.42,98.88,89.81,0,5,5.48,7.37
8.12,60.74,72.55,80.19,3.56,88.95,70.12,2,3,0.55,6.33
5.42,67.17,63.07,81.25,6.92,86.29,89.47,0,10,0.28,5.68
7.78,64.82,77.19,71.72,5.68,97.13,77.39,0,8,0.83,6.63
8.81,78.68,82.65,83.27,7.08,92.37,75.25,0,10,7.91,7.67
8.06,70.83,78.77,97.31,4.73,82.96,88.47,2,9,7.44,7.22
7.06,63.72,65.08,81.85,2.52,89.38,90.73,1,7,8.72,6.41
5.8,54.79,69.19,90.85,7.09,85.8,97.07,0,4,5.26,6.5
8.11,74.56,73.13,100,3.84,100,91.3,0,5,5.63,7.71
9.75,81.1,86.55,77.91,2.27,79.99,88.57,0,2,2.96,8.46
8.29,67.14,73.77,71.56,2.57,80.12,98.09,0,4,18.69,7.33
8.89,72.66,81.97,74.84,5.88,68.24,75.6,0,8,17.4,7.81
8.62,71.28,84.12,84.8,4.78,83.19,72.49,0,10,9.1,7.53
7.03,67.07,59.92,90.17,3.05,86.03,70,0,6,11.89,6.49
7.61,66.35,70.79,99.27,3.03,76.99,93.26,0,9,1.91,6.73
8.54,88.41,81.58,80.08,9.9,79.34,77.68,0,4,11.66,8.1
5.6,65.03,54.41,79.55,5.4,95.59,77,1,2,5.86,6.05
8.28,77.46,71.44,72.11,4.14,78.54,83.97,0,7,19.27,7.6
9.01,80.96,80.09,69.62,5.4,87.52,76.72,0,6,5.98,7.79
7.44,58.17,65.37,86.75,0.69,89.05,78.35,0,10,17.24,6.24
8.48,70.54,76.16,83.22,2.58,97.51,80.47,0,3,4.75,7.11
6.83,65.65,65.95,88.76,2.87,88.31,90.48,0,8,3.88,6.19
7.55,69.47,67.83,100,7.14,96.8,96.85,1,8,2.88,7.05
7.17,61.69,60.61,86.09,0.54,95.98,76.96,0,1,2.85,6.31
8.05,68.89,75.29,82.28,2.61,83.59,65.3,0,6,3.15,6.75
7.37,64.37,70.75,88.4,4.58,86.6,89.87,0,4,0.82,6.62
5.49,46.04,52.83,100,3.58,97.31,70.22,1,2,1.06,5.12
6.64,51.49,63.12,79.65,2.54,76.95,82.52,0,2,17.37,6.26
9.83,81.5,88.11,86.25,3.94,87.08,91.81,0,4,8.36,8.6
8.18,80.46,84.05,93.29,7.75,86.34,97.49,0,3,3.29,7.94
4.98,63.97,58.58,93.28,6.23,86.02,68.86,0,2,2.24,5.92
8.95,78.18,79.88,100,1.19,83.26,92.2,0,8,2.84,7.74
6.12,55.64,62.32,82.4,4.66,85.53,66.04,0,8,10.79,5.74
8.57,64.51,75.88,78.94,0.96,84.11,80.48,0,3,1.94,6.94
9.05,86.19,87.84,100,5.04,91.69,86.64,0,5,0.05,7.97
7.62,78.8,70.06,88.77,6.34,78.89,74.33,1,9,14.62,6.75
6.3,55.12,67.5,84.32,1.76,80.78,88.54,0,7,10.2,5.95
6.64,61.39,62.28,86.53,5.25,89.29,80.98,0,7,17.33,6.46
8.26,80.47,85.87,91,7.53,100,84.86,1,7,4.61,7.42
6.14,55.18,58.92,76.39,0.5,88.35,85.55,3,6,8.16,5.2
6.8,66.26,70.06,73.53,4.7,72.99,84.78,0,1,34.3,6.91
8.12,73.31,80.56,85.51,4.79,82.03,98.94,0,7,41.45,7.55
6.72,67.35,68.46,85.56,4.29,75.07,79.89,0,2,41.74,6.59
9.2,80.75,77.61,73.33,2.39,83.54,78.05,0,8,3.4,7.8
6.25,72.76,62.43,96.82,5.09,87.82,99.59,0,5,12.35,6.52
4,46.85,46.19,100,3.69,82.75,80.75,0,6,10.01,4.66
6.57,67.89,72.06,83.49,4.99,71.34,86.64,0,2,0.24,6.64
7.87,69.89,69.07,67.12,3.06,78.3,93.43,0,4,4.41,7.08
8.54,80.38,80.5,65.37,4.56,90.18,89.08,1,6,20.47,7.31
7.01,68.1,77.23,97.72,9.81,89.1,83.49,0,10,3.26,7.08
7.17,57.76,65.28,85.11,1.41,74.5,74.7,0,2,8.25,6.7
7.46,62.54,61.46,84.99,0.5,86.38,63.16,0,8,0.52,6.26
9.59,75.36,79.97,80.62,4.76,100,84.03,1,5,4.33,8.11
7.95,73.02,72.49,86.31,3.85,85.26,86.8,2,5,9.68,6.86
6.91,66.29,69.46,82.25,4.09,87.71,85.38,1,2,6.42,6.64
9.96,76.81,82.41,84.06,2.42,90.24,92.37,0,2,15.28,8.1
7.51,65.26,64.03,84.51,5.26,91.18,77.94,0,7,14.06,6.51
5.01,53.19,60.96,72.04,7.35,94.38,87.65,0,3,8.07,5.6
5.84,58.86,66.77,84.66,3.06,98.86,88.63,0,3,1.82,5.66
8.17,72.06,76.65,87.8,6.44,83.01,87.98,1,6,3.5,6.97
5.37,63.96,55.69,92.75,5.05,83.44,100,1,8,19.61,5.85
8.1,71.23,79.38,84.15,5.33,72.28,86.67,0,1,2.64,7.43
6.56,58.19,58.48,75.06,4.84,80.52,72.55,1,3,3.31,5.97
8.91,69.77,74.91,72.37,3.6,100,75.33,0,6,2.07,7.27
7.7,69.56,81.21,73.52,5.83,93.73,95.62,0,9,1.37,7.26
5.54,53.92,60.28,77.59,3.38,89.15,90.37,0,3,7.42,5.41
8.6,86.01,83.58,90.73,6.46,87.46,84.14,1,7,6.13,7.96
9.14,79.73,83.04,74.76,6.78,100,79.67,0,9,1.53,8.21
5.97,68.51,53.08,92.83,4.1,92.44,88.35,0,3,7.92,6.01
6.54,59.8,60.51,74.91,2.38,86.94,86.71,0,6,5.34,5.84
8.1,71.05,74.05,83.91,4.46,97.55,89.58,0,8,14.87,7.36
8.32,67.1,72.48,100,6.74,86.56,66.17,0,8,5.59,7.38
10,89.84,85.94,89.91,3.5,84.25,82.37,0,3,11.98,8.95
8.57,75.58,84.63,90,4.76,92.1,88.35,0,8,12.93,8.2
10,74.52,84.55,93.44,4.03,85.89,81.06,0,7,6.03,7.91
7.52,77.72,74.69,96.86,3.73,80.58,93.49,0,9,29.42,7.11
7.96,80.87,71.14,84.86,7.8,98.77,92.68,0,1,2.99,7.64
6.82,66.07,67.51,82.34,6.34,87.97,72.93,0,2,4.18,6.49
6.87,62.94,67.39,66.3,2.92,91.7,96.89,0,4,0.07,6.55
7.68,68.05,60.96,71.73,0.5,87.71,79.55,1,1,26.8,6.29
6.8,60.57,65.79,87.56,5.43,99.52,91.82,0,10,12.67,6.83
4.42,45.8,53.92,98.88,2.81,99.31,87.13,0,4,1.37,4.9
6.7,68.45,61.01,69.23,5,78.79,80.75,0,4,3.09,6.3
8.79,80.15,85.73,78.78,4.04,100,96.41,0,8,2.9,7.83
7.59,72.56,76.36,77.52,7.05,92.08,96.75,0,3,2.2,7.17
7.59,69.75,76.12,85.61,4.17,81.13,88.84,1,4,6.21,6.24
6.58,59.34,57.59,83.73,4.93,77.46,92.55,0,2,14.77,6.33
7.9,79.36,73.12,100,8.87,83.46,77.27,0,10,10.82,7.38
9.49,91.85,90.02,75.71,6.86,88.23,100,0,8,5.93,8.77
9.18,79.44,83.32,93.44,0.94,78.12,84.36,0,3,3.12,8.33
7.94,73.22,76.7,78.05,3.93,79.24,86.47,0,2,8.36,6.89
6.48,62.32,66.37,78.56,3.41,98.88,96.34,1,9,2.3,6.34
9.62,79.25,81.85,79.12,5.66,94.99,81.72,0,9,19.92,8.28
8.77,70.14,67.06,86.83,3.37,82.08,70.86,0,3,1.4,7.48
5.72,50.63,55.08,93.05,1.41,80.2,72.05,2,5,1.17,4.69
5.39,60.25,59.85,71.85,4.72,95.19,77.66,0,10,12.22,5.46
5.79,62.96,67.19,79.62,6.41,100,98.01,1,8,2.17,5.86
6.91,71.46,70.2,85.54,4.2,78.52,100,1,9,6.96,6.77
8.58,84.47,75.49,84.44,4.06,89.45,95.39,0,5,3.31,8.18
8.55,65.94,75.12,86.74,4.32,88.45,80.17,0,10,2.77,6.98
7.91,67.31,68.39,100,2.98,89.56,86.25,1,5,15.44,6.93
7.33,61.83,69.13,81.81,4.04,89.75,81.43,1,9,5.84,6.38
10,74.42,80.46,88.47,3.9,80.91,70.58,0,7,2.94,8.36
7.54,70.27,67.72,92.34,5.7,82.04,78.15,0,10,1.24,7.08
7.4,66.93,67.94,81.07,6.88,78.33,76.1,2,6,8.38,6.6
6.89,64.22,75.65,98.24,5.99,91.18,67.85,0,1,15.47,6.59
10,86.05,84.23,91.68,3.64,84.99,82,0,8,5.89,8.65
8.37,61.38,64.7,84.94,0.77,92.54,86.78,1,6,11.84,6.34
6.26,57.91,65.05,90.45,4.04,76.99,82.34,2,8,5.41,5.8
6.12,59.4,70.52,79.46,5.78,87.86,82.69,3,10,14.06,6.16
5.48,53.99,58.43,85.59,6.44,94.91,82.97,0,5,0.05,5.73
7.38,79.66,72.13,81.86,4.03,100,73.07,0,8,2.17,6.77
5.7,67.15,56.29,71.33,3.34,74.04,93.18,0,4,1.28,6.13
6.1,58.84,59.23,95.86,2.09,83.18,71.7,0,1,35.75,5.62
8.78,78.13,78.2,90.32,6.13,86.16,72.85,0,4,6.05,7.77
8.57,79.45,71.54,87.39,1.44,82.57,100,0,1,11.64,7.55
9.29,78.35,92.24,100,6.28,85.56,84.84,0,8,0.7,8.47
5.74,50.95,49.92,85.22,3.34,83.94,63.41,0,1,5.48,5.2
6.3,65.76,62.28,69.57,2.16,88.42,100,2,3,42.58,5.83
6.75,82.01,71.25,93.55,7.29,90.9,94.72,0,1,0.24,6.75
9.47,74.66,74.41,93.16,2.01,83.56,79.77,2,7,8.85,7.26
